chemical formula,saturation magnetization,compoundradix,stoicentw,Zw,periodw,groupw,meltingTw,miedemaH,valencew,electronegw
Mn10 Fe1 N8,1.3486648293831753,3.0,0.8569977547780645,37.75166542105263,3.1578947368421053,10.421052631578947,921.3789473684209,-113.196675900277,6.105263157894736,2.192105263157895
Mn10 Fe2 N8,0.8347342752206937,3.0,0.9433483923290392,38.65634215,3.2,10.3,965.86,-109.12,6.1,2.1740000000000004
Mn10 Ge4,1.177185379539121,2.0,0.5982695885852573,59.99311735714286,4.0,9.0,1431.1142857142856,-25.714285714285715,6.142857142857143,1.6814285714285713
Mn10 Ge4 N12,0.4816082391101258,3.0,1.0123308391031736,38.7687555,3.0769230769230775,11.76923076923077,799.746153846154,-114.24852071005918,5.615384615384616,2.308461538461539
Mn10 Ge6,1.6062983732951899,2.0,0.661563238157982,61.572827687499995,4.0,9.625,1403.65,-29.53125,5.875,1.7225
Mn10 Ni1 N8,0.36956951986667663,3.0,0.8569977547780645,37.90157278947368,3.1578947368421053,10.526315789473683,917.0105263157893,-112.48753462603877,6.0,2.196315789473684
Mn10 Ni2 N8,0.7620335849926361,3.0,0.9433483923290392,38.94116615,3.2,10.5,957.56,-107.84,5.9,2.182
Mn10 Ni4 Bi8,1.1026228653333505,3.0,1.0361987848192837,111.63624595454546,4.7272727272727275,10.454545454545455,1202.7090909090907,1.9834710743801653,5.7272727272727275,1.7863636363636364
Mn10 Si2 B4,1.1481014239606422,3.0,0.9002560512685369,40.5494026875,3.375,9.375,1747.5,-35.8125,5.625,1.71625
Mn10 Si3 Ge3,1.394715844256701,3.0,0.9214934308679615,53.2204901875,3.8125,9.625,1492.825,-37.8984375,5.875,1.701875
Mn10 Si4 Ge2,1.3783224935523277,3.0,0.9002560512685368,50.4363776875,3.75,9.625,1522.55,-39.78125,5.875,1.695
Mn10 Si6,1.077895180273078,2.0,0.661563238157982,44.8681526875,3.625,9.625,1582.0,-42.1875,5.875,1.68125
Mn11 Al4 V1,0.7047092873596549,3.0,0.7774621319109288,47.69913447375,3.75,8.375,1414.1175,-14.234375,5.875,1.57
Mn11 Pd21,1.2389184388812176,2.0,0.6434915530192903,88.72373397812501,4.65625,8.96875,1721.8140624999999,-20.75390625,5.03125,1.9765625
Mn12 Bi4,1.6770220571876895,2.0,0.5623351446188083,93.44863347500001,4.5,9.0,1275.425,2.25,6.5,1.6675
Mn12 Cr32 N36,0.19713681937187488,3.0,1.0104127537805414,35.342320645,3.1,10.200000000000001,1128.2675,-108.69000000000001,5.7,2.2645
Mn12 Fe8 N16,0.33354304196785733,3.0,1.0608569471580214,36.94805921111111,3.111111111111111,10.777777777777777,936.8444444444444,-104.88888888888889,5.888888888888888,2.2744444444444443
Mn12 Ge4 N3,1.927159853467215,3.0,0.9097077103274985,52.20003850526315,3.6842105263157894,9.736842105263158,1224.371052631579,-74.65927977839334,6.052631578947368,1.8821052631578945
Mn12 N16,0.5433562623716695,2.0,0.6829081047004717,31.548876128571425,2.8571428571428568,11.571428571428571,687.0857142857143,-116.57142857142856,5.857142857142857,2.4014285714285712
Mn12 Si4 Ni4,0.7562188505840564,3.0,0.9502705392332346,50.31851458,3.8,9.0,1594.4,-31.84,5.8,1.692
Mn12 Si4 Ni8,1.7021284189363965,3.0,1.0114042647073518,51.71433548333333,3.833333333333333,9.166666666666666,1616.6666666666665,-29.22222222222222,5.5,1.7283333333333333
Mn12 Sn32 N36,0.2074010908036253,3.0,1.0104127537805414,62.02813664500001,3.5,13.4,458.2995,-98.61000000000001,4.9,2.3845
Mn12 Sn8,1.0761803891193504,2.0,0.6730116670092564,80.44710658000001,4.4,9.8,1113.432,-6.72,5.8,1.714
Mn12 V32 N36,0.2762030311764192,3.0,1.0104127537805414,34.920460645,3.1,9.8,1129.4675,-135.33,5.300000000000001,2.2525
Mn12 Zn32 N36,0.2808782587080603,3.0,1.0104127537805414,40.696656645000004,3.1,12.600000000000001,533.3395,-96.93,4.1000000000000005,2.2605
Mn13 Ga13,0.8674676108601902,2.0,0.6931471805599453,62.33057215,4.0,10.0,910.9573,-13.0,5.0,1.6800000000000002
Mn14 Ga14 Ni28,0.9969363881070925,3.0,1.0397207708399179,60.512006075,4.0,10.0,1319.47865,-14.75,4.5,1.795
Mn16 Al16 N32,0.6534235783147333,3.0,1.0397207708399179,27.4833957175,2.75,12.5,644.6925000000001,-110.25,5.0,2.31
Mn16 Ga10,1.341904819541327,2.0,0.666278442414676,60.62460418461539,4.0,9.307692307692308,1051.2748461538463,-12.307692307692308,5.461538461538462,1.6500000000000001
Mn16 Ga16 N32,0.6195820726120915,3.0,1.0397207708399179,38.168786075,3.0,12.5,487.05365,-110.25,5.0,2.3600000000000003
Mn16 Ge24 Pd32,0.617422564170148,3.0,1.0608569471580214,83.71694317777778,4.444444444444445,10.666666666666668,1553.822222222222,-44.19753086419753,4.666666666666666,1.9922222222222221
Mn16 Ge4 N16,0.43604462256774223,3.0,0.9649629230074277,38.7123308,3.111111111111111,11.333333333333332,837.7777777777778,-115.75308641975307,5.777777777777778,2.263333333333333
Mn16 H64 N32,0.5345517728453157,3.0,0.9556998911125343,12.426292042857142,1.7142857142857142,5.857142857142858,243.03714285714287,-42.285714285714285,3.0,2.347142857142857
Mn16 Nb28 Ge32,0.36854964556392067,3.0,1.0601189359398382,76.37595690526315,4.368421052631579,9.210526315789473,1843.0105263157893,-35.05817174515235,5.0,1.7621052631578944
Mn16 Si40 N64,0.6579453309537353,3.0,0.9701157839869381,24.157139240000003,2.5999999999999996,13.6,798.5466666666665,-99.44888888888889,4.933333333333334,2.461333333333333
Mn16 Zn16 N32,0.24428340627821715,3.0,1.0397207708399179,37.083511075000004,3.0,12.25,584.495,-105.0,4.75,2.3200000000000003
Mn17 Nb31 N48,0.870981564775609,3.0,1.0181411215556073,46.733127969791674,3.322916666666667,10.354166666666668,1188.5854166666668,-155.43576388888889,5.354166666666667,2.3111458333333337
Mn18 Si12 N36,0.6240798583433125,3.0,0.9949236325717752,27.729648445454544,2.727272727272727,12.636363636363635,755.4454545454546,-111.86776859504131,5.363636363636363,2.4263636363636363
Mn2,1.1407976192656109,1.0,-0.0,54.9380443,4.0,7.0,1519.0,0.0,7.0,1.55
Mn2 Al1 B2,0.2473168931099848,3.0,1.054920167986144,31.695525434000004,3.0,10.600000000000001,1733.8940000000002,-26.560000000000006,4.6000000000000005,1.7580000000000002
Mn2 Al1 Co1,0.49246988023800375,3.0,1.0397207708399179,48.9477053925,3.75,9.0,1434.8675,-16.75,5.5,1.6475
Mn2 Al1 Cr1,0.8678173200618948,3.0,1.0397207708399179,47.2134467925,3.75,8.25,1537.8675,-11.0,5.75,1.5925
Mn2 Al1 Cu3,1.074885591182292,3.0,1.0114042647073518,54.58275452833333,3.833333333333333,10.0,1340.7966666666666,-1.8888888888888888,4.833333333333333,1.7349999999999999
Mn2 Al1 Mo1,0.18206639703899705,3.0,1.0397207708399179,58.2021567925,4.0,8.25,1716.8675,-8.25,5.75,1.7175000000000002
Mn2 Al1 V1,0.8842395869168983,3.0,1.0397207708399179,46.9497842925,3.75,8.0,1538.6175,-14.0,5.5,1.585
Mn2 Al1 W1,0.2333886282516571,3.0,1.0397207708399179,80.1746567925,4.25,8.25,1916.6175,-7.0,5.75,1.7675
Mn2 Al2,1.1707451510600835,2.0,0.6931471805599453,40.959791435,3.5,10.0,1226.2350000000001,-19.0,5.0,1.58
Mn2 Al2 Cu1,0.2109183133310386,3.0,1.054920167986144,45.477093148,3.6,10.200000000000001,1252.542,-11.200000000000003,4.8,1.6440000000000001
Mn2 Al2 Ge2,0.6250274888274308,3.0,1.0986122886681098,51.51679428999999,3.666666666666666,11.333333333333334,1221.29,-28.88888888888889,4.666666666666666,1.7233333333333332
Mn2 Al2 N4,1.0094871149876936,3.0,1.0397207708399179,27.4833957175,2.75,12.5,644.6925000000001,-110.25,5.0,2.31
Mn2 Al2 Pt2,0.9221527450219278,3.0,1.0986122886681098,92.33482762333333,4.333333333333333,10.0,1497.9566666666667,-40.44444444444444,5.333333333333333,1.813333333333333
Mn2 Al4 N6,0.701454654050874,3.0,1.0114042647073518,25.153686906666664,2.6666666666666665,13.0,595.8983333333333,-105.22222222222223,4.666666666666666,2.315
Mn2 Au1,1.7542537506916906,2.0,0.6365141682948129,102.28088603333332,4.666666666666666,8.333333333333332,1458.4433333333332,-9.777777777777777,6.333333333333333,1.88
Mn2 Au5,0.8693660623582724,2.0,0.5982695885852573,156.38699087142857,5.428571428571429,9.857142857142858,1389.2357142857143,-8.979591836734695,5.571428571428571,2.257142857142857
Mn2 Au6,0.7901536150417179,2.0,0.5623351446188083,161.4594382,5.5,10.0,1382.7475,-8.25,5.5,2.2925
Mn2 B4 H16,0.6243252334781171,3.0,0.7595473914748635,7.692913118181819,1.4545454545454546,3.7272727272727275,575.3563636363637,-8.462809917355372,1.9090909090909092,2.1118181818181823
Mn2 B4 Mo1,0.678104698619215,3.0,0.9556998911125343,35.58101265714286,3.0,10.285714285714285,2190.0,-31.183673469387756,4.571428571428571,1.917142857142857
Mn2 B4 Mo4,0.6080014157433207,3.0,1.054920167986144,53.69200886,3.5999999999999996,9.0,2401.8,-30.400000000000006,5.0,1.9900000000000002
Mn2 B4 W1,0.6768911270945374,3.0,0.9556998911125344,48.136726942857145,3.142857142857143,10.285714285714286,2304.142857142857,-30.04081632653061,4.571428571428571,1.9457142857142857
Mn2 B4 W4,0.5565387766274069,3.0,1.054920167986144,88.84800886000001,4.0,9.0,2721.4,-28.160000000000004,5.0,2.0700000000000003
Mn2 B8,0.22114606399353684,2.0,0.5004024235381879,19.63560886,2.4000000000000004,11.8,2183.0,-20.480000000000004,3.8000000000000003,1.9420000000000002
Mn2 Be1 Cr1,0.24419329085413183,3.0,1.0397207708399179,42.7211079375,3.5,5.5,1694.5,-5.75,5.5,1.5825
Mn2 Bi2,0.9046728813290628,2.0,0.6931471805599453,131.95922265000002,5.0,11.0,1031.85,3.0,6.0,1.7850000000000001
Mn2 Cd1 N2,0.4735469968959697,3.0,1.054920167986144,50.06089772000001,3.4000000000000004,11.200000000000001,751.7040000000001,-104.64000000000001,5.2,2.1740000000000004
Mn2 Cd6 N6,0.21821955926238895,3.0,1.0042424730540764,62.028892042857144,3.5714285714285716,12.571428571428571,498.72999999999996,-95.51020408163264,3.9999999999999996,2.248571428571428
Mn2 Co1 Ge1,0.7418224485126671,3.0,1.0397207708399179,60.36002075,4.0,9.25,1504.35,-23.625,5.75,1.7475
Mn2 Co1 Mo1,0.28613343755646764,3.0,1.0397207708399179,66.19007074999999,4.25,7.25,1925.5,-1.25,6.25,1.7850000000000001
Mn2 Co1 N2,0.3076375123364,3.0,1.054920167986144,39.3646566,3.2,10.600000000000001,986.46,-101.76000000000002,5.800000000000001,2.212
Mn2 Co1 Ni1 Sb2,0.7556451880268885,4.0,1.3296613488547582,78.50382049999999,4.333333333333333,10.5,1390.26,-7.5555555555555545,5.5,1.8316666666666666
Mn2 Co1 Sb1,0.8670083915608826,3.0,1.0397207708399179,72.64234575,4.25,9.5,1427.445,-7.5,6.0,1.7574999999999998
Mn2 Co1 Si1,0.7794899873305003,3.0,1.0397207708399179,49.22357075,3.75,9.25,1623.25,-34.5,5.75,1.72
Mn2 Co1 Sn1,1.4737855157996944,3.0,1.0397207708399179,71.87999575,4.25,9.25,1327.77,-6.0,5.75,1.7349999999999999
Mn2 Co2 B2,0.9846167038583924,3.0,1.0986122886681098,41.560412899999996,3.333333333333333,9.666666666666666,1878.6666666666665,-27.11111111111111,4.999999999999999,1.8233333333333333
Mn2 Co2 B4,0.7375068943972827,3.0,1.0397207708399179,33.872809675,3.0,10.5,1996.25,-29.25,4.5,1.8775
Mn2 Co2 Ge2,0.9556169199043428,3.0,1.0986122886681098,62.167346233333326,4.0,10.0,1499.4666666666665,-25.77777777777778,5.333333333333333,1.8133333333333332
Mn2 Co2 Sb2,1.1094602449121154,3.0,1.0986122886681098,78.54377956666666,4.333333333333333,10.333333333333334,1396.9266666666665,-6.222222222222221,5.666666666666666,1.8266666666666664
Mn2 Co2 Si2,0.8981161201371629,3.0,1.0986122886681098,47.31874623333333,3.666666666666666,10.0,1657.9999999999998,-39.11111111111111,5.333333333333333,1.7766666666666666
Mn2 Co2 Sn2,1.0712347232484416,3.0,1.0986122886681098,77.5273129,4.333333333333333,10.0,1264.0266666666666,-5.333333333333333,5.333333333333333,1.7966666666666666
Mn2 Co21 B6,1.0888202161230172,3.0,0.7441295414112981,48.70114382758621,3.586206896551724,9.689655172413794,1871.0344827586207,-17.20808561236623,4.724137931034482,1.890344827586207
Mn2 Co4 N4,0.6790012165285181,3.0,1.054920167986144,40.16368662,3.2,11.0,1036.26,-87.68,5.4,2.278
Mn2 Co6,0.5168698315016585,2.0,0.5623351446188083,57.934406875,4.0,8.5,1705.75,-3.75,5.5,1.7974999999999999
Mn2 Cr1 Co1,1.1433864763893642,3.0,1.0397207708399179,55.20136075,4.0,7.25,1746.5,-2.5,6.25,1.6600000000000001
Mn2 Cr1 Fe1,0.3146942883031729,3.0,1.0397207708399179,54.42936215,4.0,7.0,1757.25,0.75,6.5,1.6475
Mn2 Cr1 Ni1 Sb2,0.8935131599653445,4.0,1.3296613488547582,77.3476481,4.333333333333333,10.000000000000002,1458.9266666666665,-5.666666666666666,5.666666666666666,1.7949999999999997
Mn2 Cr1 Ru1,0.20547764322842027,3.0,1.0397207708399179,65.73606215000001,4.25,7.0,1956.25,-7.5,7.0,1.7400000000000002
Mn2 Cr1 Si1,0.23783081063562353,3.0,1.0397207708399179,47.48931215,3.75,8.5,1726.25,-30.75,6.0,1.665
Mn2 Cr2 Si4,0.49460683645755155,3.0,1.0397207708399179,40.776051075,3.5,10.25,1768.25,-40.5,5.25,1.7525
Mn2 Cu1 N2,0.6216069569403019,3.0,1.054920167986144,40.287277720000006,3.2,11.0,904.414,-101.76000000000002,5.6000000000000005,2.216
Mn2 Cu1 Ni1 Sb2,0.9519866640262933,4.0,1.3296613488547582,79.27267143333333,4.333333333333333,10.833333333333334,1321.8883333333333,-3.9999999999999996,5.333333333333333,1.8349999999999997
Mn2 Cu1 Sb1,0.9213217635581121,3.0,1.0397207708399179,73.79562215,4.25,10.0,1324.8875,-1.75,5.75,1.7625
Mn2 Cu1 Sb2 Pd1,0.8860675516777792,4.0,1.3296613488547582,87.22726476666666,4.5,10.833333333333334,1338.5633333333333,-15.333333333333332,5.333333333333333,1.883333333333333
Mn2 Cu1 Sb2 Pt1,0.8809480518679019,4.0,1.3296613488547582,102.00458143333333,4.666666666666666,10.833333333333334,1374.1216666666667,-13.777777777777775,5.666666666666666,1.8966666666666665
Mn2 Cu6,0.8928009923785512,2.0,0.5623351446188083,61.394236075,4.0,10.0,1398.0774999999999,3.0,4.75,1.8124999999999998
Mn2 Fe1 N2,0.3866926242390144,3.0,1.054920167986144,38.74705772000001,3.2,10.4,995.0600000000001,-104.00000000000001,6.0,2.2020000000000004
Mn2 Fe10 N8,0.2014921645000734,3.0,0.9433483923290392,39.01920443,3.2,10.700000000000001,1082.66,-88.64000000000001,5.7,2.286
Mn2 Fe2 B2,0.7791805062851045,3.0,1.0986122886681098,40.53108143333333,3.333333333333333,9.333333333333334,1893.0,-25.77777777777778,5.333333333333333,1.8066666666666666
Mn2 Fe2 Ge2,0.8745066139313367,3.0,1.0986122886681098,61.13801476666666,4.0,9.666666666666666,1513.8,-20.88888888888889,5.666666666666666,1.7966666666666666
Mn2 Fe2 Si4,0.26257466365373655,3.0,1.0397207708399179,41.738311075,3.5,10.75,1676.0,-40.0,5.25,1.795
Mn2 Fe4 Si1 Ge1,0.7748067018376104,4.0,1.2130075659799042,54.246586074999996,3.875,9.25,1647.55,-23.09375,5.75,1.79125
Mn2 Fe8 Si2 B4,1.2494499680283344,4.0,1.2130075659799042,41.0029805375,3.375,9.875,1893.5,-30.3125,5.125,1.8562500000000002
Mn2 Fe8 Si6,1.0619589659975495,3.0,0.9743147528693494,45.3217305375,3.625,10.125,1728.0,-34.6875,5.375,1.82125
Mn2 Fe9 N8,0.6682996485845015,3.0,0.955131195451464,38.13362571578947,3.1578947368421053,10.842105263157894,1044.3263157894737,-90.50415512465374,5.684210526315789,2.31
Mn2 Ga1 Co1,1.5738645810577758,3.0,1.0397207708399179,59.63309575,4.0,9.0,1277.22865,-11.75,5.5,1.6975
Mn2 Ga1 Co4 Ge1,1.1192816391722074,4.0,1.2130075659799042,60.995345775000004,4.0,9.625,1453.039325,-17.15625,5.125,1.805
Mn2 Ga1 Cu3,1.083311827120573,3.0,1.0114042647073518,61.7063481,4.0,10.0,1235.7041,0.11111111111111116,4.833333333333333,1.768333333333333
Mn2 Ga1 Mo1,0.1884119322657407,3.0,1.0397207708399179,68.88754715,4.25,8.25,1559.22865,-2.25,5.75,1.7675
Mn2 Ga1 Ni1,1.70902065798427,3.0,1.0397207708399179,59.57315715,4.0,9.25,1267.22865,-14.25,5.25,1.705
Mn2 Ga1 Rh1,1.4686965397003953,3.0,1.0397207708399179,70.62617265,4.25,9.0,1394.47865,-20.75,5.75,1.7974999999999999
Mn2 Ga1 W1,0.23096779319108632,3.0,1.0397207708399179,90.86004715,4.5,8.25,1758.97865,-0.75,5.75,1.8175
Mn2 Ga2 Ge2,0.5192418590423804,3.0,1.0986122886681098,65.76398143333333,4.0,11.333333333333334,1011.1048666666666,-26.666666666666664,4.666666666666666,1.7899999999999998
Mn2 Ga2 N4,0.7096009158382909,3.0,1.0397207708399179,38.168786075,3.0,12.5,487.05365,-110.25,5.0,2.3600000000000003
Mn2 Ga2 Ni2,0.988334920442833,3.0,1.0986122886681098,61.11819476666667,4.0,10.0,1183.3048666666666,-15.999999999999998,4.666666666666666,1.7566666666666666
Mn2 Ga2 Pt2,1.0374396471728569,3.0,1.0986122886681098,106.58201476666666,4.666666666666666,10.0,1287.7715333333333,-35.111111111111114,5.333333333333333,1.8799999999999997
Mn2 Ga4 N6,0.656259470926095,3.0,1.0114042647073518,39.400874050000006,3.0,13.0,385.7132,-105.88888888888889,4.666666666666666,2.381666666666667
Mn2 Ge1 Ru1,0.19668322571660074,3.0,1.0397207708399179,70.89472215,4.25,9.0,1714.1,-25.875,6.5,1.8275000000000001
Mn2 Ge1 W1,0.20533184952152544,3.0,1.0397207708399179,91.58697215000001,4.5,8.5,1986.1,-14.625,6.0,1.8674999999999997
Mn2 Ge14 N20,0.22687317333242618,3.0,0.8544149816001841,39.07909135,2.888888888888889,14.166666666666668,590.5722222222223,-85.25308641975309,4.722222222222222,2.5566666666666666
Mn2 Ge4,0.5621347136662569,2.0,0.6365141682948129,66.73321476666666,4.0,11.666666666666666,1313.9333333333334,-28.0,5.0,1.8566666666666665
Mn2 H2,1.890432063964222,2.0,0.6931471805599453,27.973022150000002,2.5,4.0,766.495,-34.0,4.0,1.875
Mn2 In1 Co1,1.5834807694864086,3.0,1.0397207708399179,70.90684575,4.25,9.0,1308.937125,0.75,5.5,1.69
Mn2 In1 Cu4 Sn1,0.7345968186164722,4.0,1.2130075659799042,74.698761075,4.25,10.625,1175.4885625,5.75,4.625,1.805
Mn2 In1 N2,0.497329660173418,3.0,1.054920167986144,50.541637720000004,3.4000000000000004,11.4,718.8097,-106.56000000000002,5.4,2.192
Mn2 In1 Sb1 Pd4,0.7453485494465978,4.0,1.2130075659799042,96.517286075,4.75,10.25,1460.4660625,-27.5,4.75,1.96625
Mn2 In1 Sn1 Pd4,0.7329224179017289,4.0,1.2130075659799042,96.136111075,4.75,10.125,1410.6285625,-28.25,4.625,1.955
Mn2 In2 Cu1 Pd3,0.7379802807119541,4.0,1.3208883431493221,90.290198575,4.625,10.125,1342.427125,-20.375,4.5,1.895
Mn2 In2 Cu8,0.5747922460885885,3.0,0.8675632284814613,70.65689071666667,4.166666666666667,10.666666666666668,1229.9714166666665,6.555555555555555,4.333333333333333,1.8216666666666665
Mn2 In2 Fe2,1.444920214129564,3.0,1.0986122886681098,75.2004481,4.333333333333333,9.333333333333334,1253.2495,9.777777777777779,5.333333333333333,1.72
Mn2 Mo2 N4,1.4123460616539694,3.0,1.0397207708399179,44.725761075,3.25,10.75,1135.325,-115.75,5.75,2.4475
Mn2 N1,1.8199301485254962,2.0,0.6365141682948129,41.29436286666666,3.333333333333333,9.666666666666666,1033.7166666666667,-105.77777777777777,6.333333333333333,2.0466666666666664
Mn2 N2,0.8397342290459954,2.0,0.6931471805599453,34.47252215,3.0,11.0,791.075,-119.0,6.0,2.295
Mn2 Nb1 Al1,0.4329964989457703,3.0,1.0397207708399179,57.4409997925,4.0,8.0,1680.3675,-16.0,5.5,1.5775000000000001
Mn2 Nb1 Ga1,0.4295530577560891,3.0,1.0397207708399179,68.12639015,4.25,8.0,1522.72865,-10.5,5.5,1.6275
Mn2 Ni1 Sb1,0.985688818731667,3.0,1.0397207708399179,72.58240715,4.25,9.75,1417.445,-9.75,5.75,1.7650000000000001
Mn2 Ni1 Sb2 Pt1,0.8218824580956736,4.0,1.3296613488547582,101.19577143333333,4.666666666666666,10.666666666666668,1435.8266666666666,-17.444444444444443,5.666666666666666,1.898333333333333
Mn2 Ni1 Sn1,0.8420503438243793,3.0,1.0397207708399179,71.82005715,4.25,9.5,1317.77,-8.5,5.5,1.7425000000000002
Mn2 Ni2 Ge2,0.9899156104584157,3.0,1.0986122886681098,62.0874281,4.0,10.333333333333332,1486.1333333333332,-28.0,5.0,1.8233333333333333
Mn2 Pb2 N4,0.23847428667540235,3.0,1.0397207708399179,72.54051107500001,3.5,12.75,561.4775000000001,-98.75,5.25,2.375
Mn2 Pd1 Pt1,1.7804929713798519,3.0,1.0397207708399179,102.84549715,4.75,8.5,1726.8625000000002,-25.0,6.0,1.895
Mn2 Pd2,1.7625242329039834,2.0,0.6931471805599453,80.67952215,4.5,8.5,1673.525,-23.0,5.5,1.875
Mn2 Pd6,0.973024963752986,2.0,0.5623351446188083,93.55026107500001,4.75,9.25,1750.7875,-17.25,4.75,2.0375
Mn2 Pt1 Rh1,1.8394024426918834,3.0,1.0397207708399179,101.96662265,4.75,8.25,1829.1,-22.5,6.5,1.915
Mn2 Pt2,1.7579778881173045,2.0,0.6931471805599453,125.01147215,5.0,8.5,1780.2,-28.0,6.5,1.915
Mn2 Re2 B4,0.6281144115858419,3.0,1.0397207708399179,65.691286075,3.5,10.0,2419.0,-28.75,5.0,1.8825
Mn2 Re6 B4,0.3104969823771215,3.0,1.0114042647073518,105.86322405,4.333333333333333,9.0,2765.666666666667,-24.111111111111107,5.666666666666666,1.8883333333333332
Mn2 Ru6,0.2615719697545979,2.0,0.5623351446188083,89.538511075,4.75,7.75,2335.0,-8.25,7.75,2.0375
Mn2 Sb1,0.7859297701585851,2.0,0.6365141682948129,77.21206286666666,4.333333333333333,9.666666666666666,1313.9266666666667,-9.777777777777777,6.333333333333333,1.7166666666666666
Mn2 Sb2,1.0076503616730372,2.0,0.6931471805599453,88.34907215,4.5,11.0,1211.3899999999999,-11.0,6.0,1.7999999999999998
Mn2 Sb2 Pt1 Au1,0.8196939136994441,4.0,1.329661348854758,124.24129301666666,5.0,10.833333333333334,1370.715,-17.77777777777778,5.833333333333333,2.0033333333333334
Mn2 Sb2 Pt1 Rh1,0.7153209527991181,4.0,1.3296613488547582,108.56444843333333,4.833333333333333,10.5,1520.6599999999999,-20.444444444444443,6.0,1.9599999999999997
Mn2 Si1 Ni1,0.8153912378943413,3.0,1.0397207708399179,49.16363215,3.75,9.5,1613.25,-36.5,5.5,1.7275
Mn2 Si1 Rh1,1.5668953634995149,3.0,1.0397207708399179,60.21664765,4.0,9.25,1740.5,-42.0,6.0,1.8199999999999998
Mn2 Si1 Ru1,0.4762961069090679,3.0,1.0397207708399179,59.75827215,4.0,9.0,1833.0,-37.5,6.5,1.7999999999999998
Mn2 Si1 W1,0.20432671980895578,3.0,1.0397207708399179,80.45052215000001,4.25,8.5,2105.0,-27.25,6.0,1.8399999999999999
Mn2 Si14 N20,0.2672549863369591,3.0,0.8544149816001841,21.755724683333334,2.5,14.166666666666668,775.5277777777778,-88.58024691358024,4.722222222222222,2.513888888888889
Mn2 Si2 Ni2,0.7139564284352182,3.0,1.0986122886681098,47.2388281,3.666666666666666,10.333333333333332,1644.6666666666665,-41.333333333333336,5.0,1.7866666666666666
Mn2 Si4 Ni2,0.25298375566109793,3.0,1.0397207708399179,42.450371075,3.5,11.25,1655.25,-44.5,4.75,1.815
Mn2 Sn1 Ru1,1.3445939151484478,3.0,1.0397207708399179,82.41469715,4.5,9.0,1537.52,-8.0,6.5,1.815
Mn2 Sn1 Sb1 Pd4,0.729409386754156,4.0,1.2130075659799042,97.003861075,4.75,10.375,1469.8825,-29.3125,4.875,1.9887500000000002
Mn2 Sn2,0.8157618566797971,2.0,0.6931471805599453,86.82437215,4.5,10.5,1012.04,-7.0,5.5,1.755
Mn2 Sn4,0.4316113824544986,2.0,0.6365141682948129,97.4531481,4.666666666666666,11.666666666666666,843.0533333333333,-6.222222222222221,5.0,1.8233333333333333
Mn2 Sn6,0.4856750438929988,2.0,0.5623351446188083,102.76753607500001,4.75,12.25,758.56,-5.25,4.75,1.8575
Mn2 Tl6,0.45201611756310844,2.0,0.5623351446188083,167.019511075,5.5,11.5,812.5,8.25,4.0,1.6025
Mn2 V1 Ga1,0.9258280394993746,3.0,1.0397207708399179,57.635174649999996,4.0,8.0,1380.97865,-9.0,5.5,1.635
Mn2 V1 Ge1,0.24782785045708428,3.0,1.0397207708399179,58.36209965,4.0,8.25,1608.1,-24.125,5.75,1.6849999999999998
Mn2 V1 In1,0.7684119295226571,3.0,1.0397207708399179,68.90892465,4.25,8.0,1412.687125,4.0,5.5,1.6275
Mn2 V1 Si1,0.2606876397695296,3.0,1.0397207708399179,47.22564965,3.75,8.25,1727.0,-35.0,5.75,1.6575
Mn2 V1 Sn1,0.21139504750525895,3.0,1.0397207708399179,69.88207465,4.25,8.25,1431.52,-4.25,5.75,1.6725
Mn2 V2 Ga10,0.3034007729438531,3.0,0.7963116401738131,64.9278649,4.0,11.0,745.2247142857143,-8.653061224489795,3.857142857142857,1.7471428571428573
Mn2 V2 Sb2,0.4790120027571184,3.0,1.0986122886681098,75.87988476666666,4.333333333333333,9.0,1535.2599999999998,-8.888888888888888,5.666666666666666,1.7433333333333332
